payment_id,loan_id,due_date,paid_date,amount_due,amount_paid,principal_component,interest_component,late_fee,status
1357,105,2023-06-03,2023-06-03,657.85,657.85,389.65,268.2,0.0,paid
1358,105,2023-07-03,2023-07-03,657.85,657.85,479.72,178.13,0.0,paid
1359,105,2023-08-02,2023-08-05,657.85,657.85,398.8,259.05,60.29,late
1360,105,2023-09-01,2023-09-01,657.85,657.85,453.77,204.08,0.0,on_time
1361,105,2023-10-01,2023-10-01,657.85,657.85,438.37,219.48,0.0,paid
1362,105,2023-10-31,2023-11-11,657.85,657.85,293.0,364.85,44.82,late
1363,105,2023-11-30,2023-12-09,657.85,657.85,270.92,386.93,34.7,late
1364,105,2023-12-30,2023-12-30,657.85,657.85,363.08,294.77,0.0,on_time
1365,105,2024-01-29,2024-01-29,657.85,657.85,318.49,339.36,0.0,paid
1366,105,2024-02-28,2024-02-28,657.85,657.85,509.32,148.53,0.0,on_time
1367,105,2024-03-29,2024-03-29,657.85,657.85,516.16,141.69,0.0,on_time
1368,105,2024-04-28,2024-04-28,657.85,657.85,489.93,167.92,0.0,on_time
1369,106,2021-07-03,2021-07-03,443.44,443.44,264.45,178.99,0.0,on_time
1370,106,2021-08-02,2021-08-02,443.44,443.44,326.91,116.53,0.0,on_time
1371,106,2021-09-01,2021-09-03,443.44,443.44,291.69,151.75,72.6,late
1372,106,2021-10-01,2021-10-01,443.44,443.44,200.2,243.24,0.0,on_time
1373,106,2021-10-31,2021-10-31,443.44,443.44,311.64,131.8,0.0,paid
1374,106,2021-11-30,2021-12-12,443.44,443.44,232.75,210.69,34.08,late
1375,107,2020-03-15,2020-03-25,654.97,654.97,464.13,190.84,62.48,late
1376,107,2020-04-14,2020-04-14,654.97,654.97,361.52,293.45,0.0,paid
1377,107,2020-05-14,2020-05-14,654.97,654.97,354.03,300.94,0.0,paid
1378,108,2018-01-20,2018-01-20,1877.17,1877.17,1308.63,568.54,0.0,on_time
1379,108,2018-02-19,2018-02-19,1877.17,1877.17,886.35,990.82,0.0,on_time
1380,108,2018-03-21,2018-03-21,1877.17,1877.17,1235.34,641.83,0.0,on_time
1381,108,2018-04-20,2018-04-20,1877.17,1877.17,846.47,1030.7,0.0,on_time
1382,108,2018-05-20,2018-05-28,1877.17,1877.17,1033.23,843.94,73.09,late
1383,108,2018-06-19,2018-06-19,1877.17,1877.17,1120.95,756.22,0.0,paid
1384,108,2018-07-19,2018-07-25,1877.17,1877.17,1018.77,858.4,69.07,late
1385,109,2019-04-16,2019-04-16,2759.84,2759.84,1886.78,873.06,0.0,paid
1386,109,2019-05-16,2019-05-16,2759.84,2759.84,2189.77,570.07,0.0,paid
1387,109,2019-06-15,2019-06-15,2759.84,2759.84,1607.95,1151.89,0.0,paid
1388,109,2019-07-15,2019-07-15,2759.84,2759.84,1673.87,1085.97,0.0,paid
1389,109,2019-08-14,2019-08-14,2759.84,2759.84,1190.43,1569.41,0.0,paid
1390,109,2019-09-13,2019-09-13,2759.84,2759.84,2194.12,565.72,0.0,paid
1391,109,2019-10-13,2019-10-13,2759.84,2759.84,1298.48,1461.36,0.0,on_time
1392,109,2019-11-12,2019-11-12,2759.84,2759.84,1382.2,1377.64,0.0,on_time
1393,109,2019-12-12,2019-12-12,2759.84,2759.84,1223.05,1536.79,0.0,on_time
1394,109,2020-01-11,2020-01-11,2759.84,2759.84,1458.13,1301.71,0.0,on_time
1395,109,2020-02-10,2020-02-10,2759.84,2759.84,1854.28,905.56,0.0,paid
1396,109,2020-03-11,,2759.84,,,,44.59,missed
1397,109,2020-04-10,2020-04-24,2759.84,2759.84,1567.62,1192.22,19.87,late
1398,109,2020-05-10,2020-05-28,2759.84,2759.84,1752.8,1007.04,42.78,late
1399,109,2020-06-09,2020-06-09,2759.84,2759.84,1816.72,943.12,0.0,on_time
1400,109,2020-07-09,2020-07-09,2759.84,2759.84,2115.79,644.05,0.0,paid
1401,109,2020-08-08,2020-08-08,2759.84,2759.84,2088.46,671.38,0.0,on_time
1402,110,2022-11-01,2022-11-01,767.11,767.11,570.56,196.55,0.0,paid
1403,110,2022-12-01,2022-12-01,767.11,767.11,395.55,371.56,0.0,paid
1404,110,2022-12-31,2023-01-01,767.11,767.11,398.78,368.33,52.67,late
1405,110,2023-01-30,2023-01-30,767.11,767.11,464.34,302.77,0.0,on_time
1406,110,2023-03-01,2023-03-01,767.11,767.11,524.24,242.87,0.0,on_time
1407,110,2023-03-31,2023-03-31,767.11,767.11,575.13,191.98,0.0,on_time
1408,110,2023-04-30,2023-04-30,767.11,767.11,366.85,400.26,0.0,paid
1409,111,2019-02-09,2019-02-09,64.91,64.91,46.53,18.38,0.0,on_time
1410,111,2019-03-11,2019-03-11,64.91,64.91,50.97,13.94,0.0,paid
1411,111,2019-04-10,2019-04-10,64.91,64.91,28.49,36.42,0.0,paid
1412,111,2019-05-10,2019-05-10,64.91,64.91,34.8,30.11,0.0,paid
1413,112,2022-09-13,2022-09-13,1046.72,1046.72,830.1,216.62,0.0,paid
1414,112,2022-10-13,2022-10-13,1046.72,1046.72,557.92,488.8,0.0,paid
1415,112,2022-11-12,2022-11-12,1046.72,1046.72,643.76,402.96,0.0,paid
1416,112,2022-12-12,2022-12-12,1046.72,1046.72,446.49,600.23,0.0,on_time
1417,113,2020-05-31,,325.15,,,,65.35,missed
1418,113,2020-06-30,2020-07-03,325.15,325.15,252.65,72.5,23.25,late
1419,113,2020-07-30,2020-07-30,325.15,325.15,233.57,91.58,0.0,on_time
1420,113,2020-08-29,2020-08-29,325.15,325.15,164.1,161.05,0.0,paid
1421,113,2020-09-28,2020-10-13,325.15,325.15,145.81,179.34,59.55,late
1422,113,2020-10-28,2020-11-02,325.15,325.15,253.4,71.75,28.77,late
1423,113,2020-11-27,2020-11-27,325.15,325.15,164.23,160.92,0.0,paid
1424,113,2020-12-27,2020-12-27,325.15,325.15,180.25,144.9,0.0,on_time
1425,113,2021-01-26,2021-01-26,325.15,325.15,170.28,154.87,0.0,paid
1426,113,2021-02-25,2021-02-25,325.15,325.15,154.8,170.35,0.0,on_time
1427,113,2021-03-27,2021-03-27,325.15,325.15,178.97,146.18,0.0,on_time
1428,113,2021-04-26,2021-04-26,325.15,325.15,136.1,189.05,0.0,on_time
1429,113,2021-05-26,2021-05-26,325.15,325.15,223.56,101.59,0.0,paid
1430,113,2021-06-25,2021-06-25,325.15,325.15,257.14,68.01,0.0,on_time
1431,114,2023-12-14,2023-12-14,596.14,596.14,307.45,288.69,0.0,on_time
1432,114,2024-01-13,2024-01-13,596.14,596.14,280.02,316.12,0.0,on_time
1433,114,2024-02-12,2024-02-12,596.14,596.14,349.42,246.72,0.0,paid
1434,114,2024-03-13,2024-03-13,596.14,596.14,345.26,250.88,0.0,on_time
1435,114,2024-04-12,2024-04-12,596.14,596.14,293.38,302.76,0.0,paid
1436,114,2024-05-12,,596.14,,,,32.73,missed
1437,114,2024-06-11,2024-06-11,596.14,596.14,366.34,229.8,0.0,paid
1438,114,2024-07-11,2024-07-11,596.14,596.14,404.31,191.83,0.0,paid
1439,114,2024-08-10,2024-08-10,596.14,596.14,258.43,337.71,0.0,paid
1440,114,2024-09-09,2024-09-09,596.14,596.14,312.42,283.72,0.0,paid
1441,114,2024-10-09,2024-10-09,596.14,596.14,343.19,252.95,0.0,paid
1442,114,2024-11-08,2024-11-16,596.14,596.14,440.71,155.43,18.88,late
1443,114,2024-12-08,2024-12-19,596.14,596.14,460.18,135.96,64.1,late
1444,114,2025-01-07,2025-01-07,596.14,596.14,420.53,175.61,0.0,paid
1445,114,2025-02-06,2025-02-06,596.14,596.14,248.12,348.02,0.0,on_time
1446,114,2025-03-08,2025-03-08,596.14,596.14,346.33,249.81,0.0,paid
1447,115,2019-08-23,2019-09-12,399.38,399.38,225.77,173.61,39.67,late
1448,115,2019-09-22,2019-09-22,399.38,399.38,203.94,195.44,0.0,on_time
1449,115,2019-10-22,2019-10-22,399.38,399.38,236.94,162.44,0.0,paid
1450,115,2019-11-21,2019-11-21,399.38,399.38,281.78,117.6,0.0,on_time
1451,115,2019-12-21,2019-12-26,399.38,399.38,303.04,96.34,24.71,late
1452,115,2020-01-20,2020-01-20,399.38,399.38,195.13,204.25,0.0,on_time
1453,115,2020-02-19,2020-02-19,399.38,399.38,191.83,207.55,0.0,on_time
1454,115,2020-03-20,2020-03-20,399.38,399.38,258.63,140.75,0.0,paid
1455,115,2020-04-19,2020-04-19,399.38,399.38,186.47,212.91,0.0,paid
1456,115,2020-05-19,2020-05-20,399.38,399.38,266.78,132.6,42.27,late
1457,115,2020-06-18,2020-06-18,399.38,399.38,267.18,132.2,0.0,on_time
1458,115,2020-07-18,2020-07-28,399.38,399.38,287.01,112.37,32.91,late
1459,115,2020-08-17,2020-08-17,399.38,399.38,231.44,167.94,0.0,on_time
1460,115,2020-09-16,2020-09-16,399.38,399.38,294.57,104.81,0.0,on_time
1461,115,2020-10-16,2020-10-16,399.38,399.38,264.37,135.01,0.0,paid
1462,115,2020-11-15,2020-11-15,399.38,399.38,259.51,139.87,0.0,on_time
1463,115,2020-12-15,2020-12-15,399.38,399.38,165.75,233.63,0.0,paid
1464,115,2021-01-14,2021-01-14,399.38,399.38,244.23,155.15,0.0,paid
1465,115,2021-02-13,2021-03-02,399.38,399.38,257.5,141.88,54.75,late
1466,116,2022-08-14,2022-08-14,1026.83,1026.83,619.3,407.53,0.0,paid
1467,116,2022-09-13,,1026.83,,,,21.84,missed
1468,116,2022-10-13,2022-10-13,1026.83,1026.83,699.82,327.01,0.0,paid
1469,116,2022-11-12,2022-11-21,1026.83,1026.83,544.73,482.1,30.11,late
1470,116,2022-12-12,2022-12-12,1026.83,1026.83,805.98,220.85,0.0,on_time
1471,116,2023-01-11,2023-01-11,1026.83,1026.83,814.81,212.02,0.0,on_time
1472,116,2023-02-10,2023-02-10,1026.83,1026.83,654.83,372.0,0.0,on_time
1473,116,2023-03-12,2023-03-12,1026.83,1026.83,666.08,360.75,0.0,on_time
1474,116,2023-04-11,2023-04-26,1026.83,1026.83,817.16,209.67,55.3,late
1475,116,2023-05-11,2023-05-11,1026.83,1026.83,631.68,395.15,0.0,on_time
1476,116,2023-06-10,2023-06-10,1026.83,1026.83,653.93,372.9,0.0,on_time
1477,116,2023-07-10,2023-07-10,1026.83,1026.83,667.98,358.85,0.0,paid
1478,117,2018-07-24,2018-07-24,1091.98,1091.98,647.96,444.02,0.0,on_time
1479,117,2018-08-23,2018-08-23,1091.98,1091.98,706.1,385.88,0.0,on_time
1480,117,2018-09-22,2018-10-12,1091.98,1091.98,745.95,346.03,18.96,late
1481,117,2018-10-22,2018-10-22,1091.98,1091.98,556.82,535.16,0.0,paid
1482,117,2018-11-21,,1091.98,,,,16.92,missed
1483,117,2018-12-21,2018-12-21,1091.98,1091.98,627.03,464.95,0.0,on_time
1484,117,2019-01-20,,1091.98,,,,44.04,missed
1485,117,2019-02-19,2019-02-19,1091.98,1091.98,739.06,352.92,0.0,paid
1486,118,2016-02-19,2016-02-19,292.62,292.62,186.2,106.42,0.0,on_time
1487,118,2016-03-20,2016-03-20,292.62,292.62,210.72,81.9,0.0,paid
1488,118,2016-04-19,2016-04-19,292.62,292.62,221.59,71.03,0.0,paid
1489,118,2016-05-19,2016-05-19,292.62,292.62,219.8,72.82,0.0,paid
1490,118,2016-06-18,2016-06-25,292.62,292.62,177.28,115.34,45.48,late
1491,118,2016-07-18,2016-07-18,292.62,292.62,184.99,107.63,0.0,paid
1492,118,2016-08-17,2016-08-17,292.62,292.62,140.74,151.88,0.0,paid
1493,118,2016-09-16,,292.62,,,,44.74,missed
1494,118,2016-10-16,2016-10-22,292.62,292.62,159.4,133.22,74.57,late
1495,118,2016-11-15,2016-11-15,292.62,292.62,165.71,126.91,0.0,on_time
1496,118,2016-12-15,,292.62,,,,68.44,missed
1497,118,2017-01-14,2017-01-14,292.62,292.62,159.79,132.83,0.0,paid
1498,118,2017-02-13,2017-03-02,292.62,292.62,149.69,142.93,27.12,late
1499,118,2017-03-15,,292.62,,,,35.35,missed
1500,118,2017-04-14,2017-04-14,292.62,292.62,158.31,134.31,0.0,on_time
1501,119,2020-02-05,2020-02-05,165.17,165.17,74.03,91.14,0.0,paid
1502,119,2020-03-06,2020-03-06,165.17,165.17,94.56,70.61,0.0,paid
1503,119,2020-04-05,2020-04-05,165.17,165.17,118.06,47.11,0.0,paid
1504,119,2020-05-05,2020-05-05,165.17,165.17,122.46,42.71,0.0,paid
1505,119,2020-06-04,2020-06-04,165.17,165.17,85.32,79.85,0.0,paid
1506,119,2020-07-04,2020-07-04,165.17,165.17,72.04,93.13,0.0,on_time
1507,119,2020-08-03,2020-08-03,165.17,165.17,74.9,90.27,0.0,paid
1508,119,2020-09-02,2020-09-02,165.17,165.17,102.44,62.73,0.0,paid
1509,119,2020-10-02,2020-10-02,165.17,165.17,127.72,37.45,0.0,paid
1510,119,2020-11-01,2020-11-01,165.17,165.17,101.32,63.85,0.0,paid
1511,119,2020-12-01,2020-12-01,165.17,165.17,109.63,55.54,0.0,paid
1512,119,2020-12-31,2020-12-31,165.17,165.17,109.36,55.81,0.0,paid
1513,120,2023-01-05,2023-01-05,411.65,411.65,183.35,228.3,0.0,paid
1514,120,2023-02-04,2023-02-04,411.65,411.65,287.79,123.86,0.0,paid
1515,120,2023-03-06,2023-03-18,411.65,411.65,281.23,130.42,53.72,late
1516,120,2023-04-05,2023-04-05,411.65,411.65,251.32,160.33,0.0,paid
1517,120,2023-05-05,2023-05-05,411.65,411.65,254.87,156.78,0.0,paid
1518,120,2023-06-04,2023-06-04,411.65,411.65,192.24,219.41,0.0,on_time
1519,120,2023-07-04,2023-07-04,411.65,411.65,173.86,237.79,0.0,on_time
1520,120,2023-08-03,2023-08-06,411.65,411.65,188.78,222.87,69.04,late
1521,120,2023-09-02,2023-09-02,411.65,411.65,256.93,154.72,0.0,paid
1522,120,2023-10-02,2023-10-02,411.65,411.65,227.12,184.53,0.0,on_time
1523,120,2023-11-01,2023-11-01,411.65,411.65,303.62,108.03,0.0,paid
1524,120,2023-12-01,2023-12-01,411.65,411.65,306.06,105.59,0.0,paid
1525,120,2023-12-31,2023-12-31,411.65,411.65,174.14,237.51,0.0,on_time
1526,120,2024-01-30,2024-01-30,411.65,411.65,226.85,184.8,0.0,paid
1527,120,2024-02-29,2024-02-29,411.65,411.65,263.96,147.69,0.0,paid
1528,120,2024-03-30,2024-04-14,411.65,411.65,208.55,203.1,40.6,late
1529,120,2024-04-29,2024-04-29,411.65,411.65,196.27,215.38,0.0,on_time
1530,120,2024-05-29,2024-06-01,411.65,411.65,171.15,240.5,18.2,late
1531,120,2024-06-28,2024-07-02,411.65,411.65,220.77,190.88,37.44,late
1532,120,2024-07-28,2024-07-28,411.65,411.65,312.42,99.23,0.0,paid
1533,120,2024-08-27,2024-08-27,411.65,411.65,305.88,105.77,0.0,on_time
1534,120,2024-09-26,,411.65,,,,37.43,missed
1535,120,2024-10-26,2024-10-26,411.65,411.65,223.95,187.7,0.0,paid
1536,120,2024-11-25,2024-12-08,411.65,411.65,216.63,195.02,21.04,late
1537,121,2021-11-08,2021-11-08,1357.99,1357.99,545.06,812.93,0.0,paid
1538,121,2021-12-08,2021-12-08,1357.99,1357.99,857.55,500.44,0.0,on_time
1539,121,2022-01-07,2022-01-08,1357.99,1357.99,786.49,571.5,46.86,late
1540,121,2022-02-06,2022-02-06,1357.99,1357.99,574.29,783.7,0.0,on_time
1541,121,2022-03-08,2022-03-08,1357.99,1357.99,720.7,637.29,0.0,paid
1542,121,2022-04-07,2022-04-07,1357.99,1357.99,1011.26,346.73,0.0,paid
1543,121,2022-05-07,2022-05-07,1357.99,1357.99,728.96,629.03,0.0,on_time
1544,121,2022-06-06,2022-06-06,1357.99,1357.99,752.91,605.08,0.0,on_time
1545,121,2022-07-06,2022-07-06,1357.99,1357.99,899.07,458.92,0.0,paid
1546,121,2022-08-05,2022-08-05,1357.99,1357.99,955.34,402.65,0.0,on_time
1547,121,2022-09-04,2022-09-04,1357.99,1357.99,669.78,688.21,0.0,on_time
1548,122,2018-10-05,2018-10-05,472.61,472.61,334.66,137.95,0.0,paid
1549,122,2018-11-04,2018-11-04,472.61,472.61,301.2,171.41,0.0,paid
1550,122,2018-12-04,2018-12-04,472.61,472.61,230.02,242.59,0.0,on_time
1551,122,2019-01-03,2019-01-03,472.61,472.61,292.71,179.9,0.0,on_time
1552,122,2019-02-02,,472.61,,,,38.97,missed
1553,122,2019-03-04,2019-03-09,472.61,472.61,256.55,216.06,38.09,late
1554,122,2019-04-03,2019-04-03,472.61,472.61,373.76,98.85,0.0,paid
1555,122,2019-05-03,2019-05-06,472.61,472.61,291.44,181.17,72.1,late
1556,123,2019-11-16,2019-12-04,720.6,720.6,539.84,180.76,54.5,late
1557,123,2019-12-16,2019-12-16,720.6,720.6,402.12,318.48,0.0,paid
1558,123,2020-01-15,2020-01-15,720.6,720.6,416.04,304.56,0.0,paid
1559,123,2020-02-14,,720.6,,,,43.09,missed
1560,123,2020-03-15,2020-03-15,720.6,720.6,452.23,268.37,0.0,on_time
1561,123,2020-04-14,2020-04-14,720.6,720.6,543.64,176.96,0.0,paid
1562,123,2020-05-14,2020-05-14,720.6,720.6,531.72,188.88,0.0,paid
1563,123,2020-06-13,2020-06-30,720.6,720.6,345.19,375.41,24.62,late
1564,123,2020-07-13,2020-07-13,720.6,720.6,389.99,330.61,0.0,paid
1565,123,2020-08-12,2020-08-12,720.6,720.6,462.69,257.91,0.0,on_time
1566,123,2020-09-11,2020-09-11,720.6,720.6,541.09,179.51,0.0,on_time
1567,123,2020-10-11,2020-10-11,720.6,720.6,335.95,384.65,0.0,on_time
1568,123,2020-11-10,2020-11-10,720.6,720.6,355.59,365.01,0.0,paid
1569,123,2020-12-10,2020-12-10,720.6,720.6,384.53,336.07,0.0,paid
1570,123,2021-01-09,2021-01-09,720.6,720.6,362.03,358.57,0.0,on_time
1571,123,2021-02-08,2021-02-08,720.6,720.6,559.34,161.26,0.0,paid
1572,123,2021-03-10,2021-03-10,720.6,720.6,297.79,422.81,0.0,on_time
1573,124,2022-05-27,2022-05-27,1049.87,1049.87,673.38,376.49,0.0,on_time
1574,124,2022-06-26,2022-06-26,1049.87,1049.87,533.84,516.03,0.0,on_time
1575,124,2022-07-26,2022-07-26,1049.87,1049.87,684.63,365.24,0.0,on_time
1576,124,2022-08-25,2022-08-25,1049.87,1049.87,591.78,458.09,0.0,paid
1577,124,2022-09-24,2022-10-09,1049.87,1049.87,624.81,425.06,39.99,late
1578,124,2022-10-24,2022-10-24,1049.87,1049.87,615.92,433.95,0.0,paid
1579,124,2022-11-23,2022-11-23,1049.87,1049.87,602.23,447.64,0.0,on_time
1580,124,2022-12-23,2022-12-23,1049.87,1049.87,511.61,538.26,0.0,on_time
1581,124,2023-01-22,2023-01-26,1049.87,1049.87,732.39,317.48,21.41,late
1582,124,2023-02-21,2023-02-21,1049.87,1049.87,587.1,462.77,0.0,on_time
1583,125,2019-11-02,,498.55,,,,70.81,missed
1584,125,2019-12-02,2019-12-22,498.55,498.55,336.53,162.02,20.13,late
1585,125,2020-01-01,2020-01-21,498.55,498.55,302.81,195.74,15.83,late
1586,125,2020-01-31,2020-01-31,498.55,498.55,303.19,195.36,0.0,paid
1587,125,2020-03-01,2020-03-01,498.55,498.55,388.68,109.87,0.0,on_time
1588,125,2020-03-31,2020-03-31,498.55,498.55,301.89,196.66,0.0,on_time
1589,125,2020-04-30,2020-05-04,498.55,498.55,247.48,251.07,48.17,late
1590,125,2020-05-30,2020-05-30,498.55,498.55,236.41,262.14,0.0,paid
1591,125,2020-06-29,2020-07-16,498.55,498.55,217.26,281.29,20.33,late
1592,125,2020-07-29,2020-07-29,498.55,498.55,285.13,213.42,0.0,paid
1593,125,2020-08-28,2020-09-09,498.55,498.55,321.6,176.95,41.62,late
1594,125,2020-09-27,2020-09-27,498.55,498.55,344.04,154.51,0.0,paid
1595,125,2020-10-27,2020-11-04,498.55,498.55,288.13,210.42,21.25,late
1596,125,2020-11-26,2020-11-26,498.55,498.55,262.61,235.94,0.0,on_time
1597,125,2020-12-26,2021-01-10,498.55,498.55,367.65,130.9,17.71,late
1598,125,2021-01-25,2021-01-25,498.55,498.55,313.42,185.13,0.0,paid
1599,126,2024-12-28,2024-12-28,294.51,294.51,221.04,73.47,0.0,paid
1600,126,2025-01-27,2025-02-09,294.51,294.51,174.98,119.53,32.67,late
1601,126,2025-02-26,2025-02-26,294.51,294.51,152.21,142.3,0.0,on_time
1602,126,2025-03-28,2025-03-28,294.51,294.51,178.48,116.03,0.0,on_time
1603,126,2025-04-27,2025-04-27,294.51,294.51,156.81,137.7,0.0,paid
1604,126,2025-05-27,2025-05-27,294.51,294.51,230.16,64.35,0.0,on_time
1605,126,2025-06-26,2025-06-26,294.51,294.51,126.22,168.29,0.0,on_time
1606,126,2025-07-26,2025-07-26,294.51,294.51,155.64,138.87,0.0,on_time
1607,126,2025-08-25,2025-08-25,294.51,294.51,138.02,156.49,0.0,paid
1608,126,2025-09-24,2025-09-24,294.51,294.51,218.66,75.85,0.0,paid
1609,126,2025-10-24,2025-10-24,294.51,294.51,153.55,140.96,0.0,paid
1610,127,2016-11-13,2016-11-13,300.69,300.69,158.66,142.03,0.0,paid
1611,127,2016-12-13,,300.69,,,,23.08,missed
1612,127,2017-01-12,2017-01-12,300.69,300.69,198.07,102.62,0.0,on_time
1613,127,2017-02-11,2017-02-11,300.69,300.69,223.96,76.73,0.0,paid
1614,127,2017-03-13,2017-03-13,300.69,300.69,224.43,76.26,0.0,on_time
1615,127,2017-04-12,,300.69,,,,30.41,missed
1616,127,2017-05-12,2017-05-12,300.69,300.69,239.42,61.27,0.0,on_time
1617,127,2017-06-11,2017-06-11,300.69,300.69,204.02,96.67,0.0,paid
1618,127,2017-07-11,2017-07-20,300.69,300.69,142.46,158.23,62.51,late
1619,127,2017-08-10,,300.69,,,,16.46,missed
1620,127,2017-09-09,2017-09-09,300.69,300.69,169.04,131.65,0.0,paid
1621,128,2018-07-11,2018-07-11,446.38,446.38,310.92,135.46,0.0,on_time
1622,128,2018-08-10,2018-08-30,446.38,446.38,194.04,252.34,18.72,late
1623,128,2018-09-09,,446.38,,,,52.78,missed
1624,128,2018-10-09,2018-10-09,446.38,446.38,280.4,165.98,0.0,on_time
1625,129,2020-04-14,2020-04-14,689.5,689.5,335.6,353.9,0.0,on_time
1626,129,2020-05-14,,689.5,,,,56.11,missed
1627,129,2020-06-13,2020-07-01,689.5,689.5,441.45,248.05,31.9,late
1628,129,2020-07-13,2020-07-13,689.5,689.5,473.51,215.99,0.0,paid
1629,129,2020-08-12,2020-08-12,689.5,689.5,444.73,244.77,0.0,paid
1630,129,2020-09-11,2020-09-20,689.5,689.5,513.95,175.55,38.7,late
1631,129,2020-10-11,,689.5,,,,58.29,missed
1632,129,2020-11-10,2020-11-24,689.5,689.5,490.2,199.3,33.17,late
1633,129,2020-12-10,2020-12-10,689.5,689.5,440.33,249.17,0.0,paid
1634,129,2021-01-09,2021-01-15,689.5,689.5,408.56,280.94,49.93,late
1635,129,2021-02-08,2021-02-08,689.5,689.5,491.78,197.72,0.0,paid
1636,129,2021-03-10,2021-03-10,689.5,689.5,514.06,175.44,0.0,paid
1637,129,2021-04-09,2021-04-09,689.5,689.5,373.9,315.6,0.0,paid
1638,129,2021-05-09,2021-05-09,689.5,689.5,542.63,146.87,0.0,on_time
1639,129,2021-06-08,,689.5,,,,37.6,missed
1640,129,2021-07-08,2021-07-08,689.5,689.5,356.51,332.99,0.0,paid
1641,129,2021-08-07,2021-08-12,689.5,689.5,410.34,279.16,47.91,late
1642,129,2021-09-06,2021-09-06,689.5,689.5,428.92,260.58,0.0,on_time
1643,129,2021-10-06,2021-10-06,689.5,689.5,405.78,283.72,0.0,paid
1644,129,2021-11-05,2021-11-17,689.5,689.5,364.64,324.86,17.4,late
1645,129,2021-12-05,2021-12-05,689.5,689.5,389.19,300.31,0.0,paid
1646,129,2022-01-04,2022-01-04,689.5,689.5,324.89,364.61,0.0,paid
1647,129,2022-02-03,2022-02-03,689.5,689.5,378.03,311.47,0.0,paid
1648,130,2023-02-11,2023-02-11,80.91,80.91,37.24,43.67,0.0,on_time
1649,130,2023-03-13,2023-03-13,80.91,80.91,53.65,27.26,0.0,paid
1650,130,2023-04-12,2023-04-12,80.91,80.91,47.07,33.84,0.0,on_time
1651,130,2023-05-12,2023-05-12,80.91,80.91,54.69,26.22,0.0,paid
1652,130,2023-06-11,2023-06-16,80.91,80.91,62.37,18.54,20.15,late
1653,130,2023-07-11,2023-07-11,80.91,80.91,61.85,19.06,0.0,paid
1654,130,2023-08-10,2023-08-10,80.91,80.91,35.21,45.7,0.0,paid
1655,130,2023-09-09,2023-09-09,80.91,80.91,54.82,26.09,0.0,paid
1656,130,2023-10-09,2023-10-14,80.91,80.91,38.52,42.39,46.08,late
1657,130,2023-11-08,,80.91,,,,17.37,missed
1658,130,2023-12-08,2023-12-08,80.91,80.91,36.12,44.79,0.0,on_time
1659,130,2024-01-07,2024-01-07,80.91,80.91,45.99,34.92,0.0,on_time
1660,131,2020-09-19,2020-09-28,338.79,338.79,224.04,114.75,19.07,late
1661,131,2020-10-19,,338.79,,,,31.33,missed
1662,131,2020-11-18,2020-11-18,338.79,338.79,152.56,186.23,0.0,paid
1663,131,2020-12-18,2020-12-18,338.79,338.79,173.46,165.33,0.0,on_time
1664,131,2021-01-17,2021-01-17,338.79,338.79,207.22,131.57,0.0,paid
1665,131,2021-02-16,2021-02-16,338.79,338.79,243.04,95.75,0.0,on_time
1666,131,2021-03-18,2021-03-18,338.79,338.79,236.87,101.92,0.0,paid
1667,131,2021-04-17,2021-04-17,338.79,338.79,212.33,126.46,0.0,paid
1668,131,2021-05-17,2021-05-22,338.79,338.79,225.99,112.8,40.84,late
1669,131,2021-06-16,2021-06-16,338.79,338.79,240.88,97.91,0.0,paid
1670,131,2021-07-16,2021-07-16,338.79,338.79,251.94,86.85,0.0,on_time
1671,131,2021-08-15,2021-08-15,338.79,338.79,226.23,112.56,0.0,on_time
1672,131,2021-09-14,2021-09-20,338.79,338.79,159.96,178.83,38.74,late
1673,131,2021-10-14,2021-10-14,338.79,338.79,150.6,188.19,0.0,on_time
1674,132,2024-06-12,2024-06-12,2118.78,2118.78,1494.28,624.5,0.0,on_time
1675,132,2024-07-12,2024-07-12,2118.78,2118.78,1111.88,1006.9,0.0,paid
1676,132,2024-08-11,2024-08-11,2118.78,2118.78,1520.44,598.34,0.0,paid
1677,132,2024-09-10,,2118.78,,,,35.31,missed
1678,132,2024-10-10,2024-10-10,2118.78,2118.78,1456.25,662.53,0.0,paid
1679,132,2024-11-09,2024-11-12,2118.78,2118.78,1132.91,985.87,44.01,late
1680,132,2024-12-09,2024-12-09,2118.78,2118.78,1495.93,622.85,0.0,on_time
1681,132,2025-01-08,2025-01-08,2118.78,2118.78,1461.3,657.48,0.0,paid
1682,132,2025-02-07,2025-02-20,2118.78,2118.78,1195.34,923.44,64.42,late
1683,132,2025-03-09,2025-03-09,2118.78,2118.78,1482.69,636.09,0.0,on_time
1684,132,2025-04-08,2025-04-08,2118.78,2118.78,1219.17,899.61,0.0,paid
1685,132,2025-05-08,2025-05-23,2118.78,2118.78,1484.38,634.4,53.14,late
1686,132,2025-06-07,2025-06-07,2118.78,2118.78,1169.58,949.2,0.0,on_time
1687,132,2025-07-07,2025-07-07,2118.78,2118.78,1017.24,1101.54,0.0,on_time
1688,132,2025-08-06,,2118.78,,,,40.62,missed
1689,132,2025-09-05,2025-09-05,2118.78,2118.78,1541.98,576.8,0.0,on_time
1690,132,2025-10-05,2025-10-05,2118.78,2118.78,962.68,1156.1,0.0,on_time
